County,MSA,State,State_county,State_msa
GRUNDY,WATERLOO,IA,"IA,GRUNDY","IA,WATERLOO"
MARSHALL,WATERLOO,IA,"IA,MARSHALL","IA,WATERLOO"
HARDIN,WATERLOO,IA,"IA,HARDIN","IA,WATERLOO"
STORY,WATERLOO,IA,"IA,STORY","IA,WATERLOO"
POWESHIEK,WATERLOO,IA,"IA,POWESHIEK","IA,WATERLOO"
BUTLER,WATERLOO,IA,"IA,BUTLER","IA,WATERLOO"
FRANKLIN,WATERLOO,IA,"IA,FRANKLIN","IA,WATERLOO"
WOODBURY,SIOUX CITY,IA,"IA,WOODBURY","IA,SIOUX CITY"
PLYMOUTH,SIOUX CITY,IA,"IA,PLYMOUTH","IA,SIOUX CITY"
MONONA,SIOUX CITY,IA,"IA,MONONA","IA,SIOUX CITY"
LYON,SIOUX CITY,IA,"IA,LYON","IA,SIOUX CITY"
SIOUX,SIOUX CITY,IA,"IA,SIOUX","IA,SIOUX CITY"
CHEROKEE,SIOUX CITY,IA,"IA,CHEROKEE","IA,SIOUX CITY"
POTTAWATTAMIE,COUNCIL BLUFFS,IA,"IA,POTTAWATTAMIE","IA,COUNCIL BLUFFS"
MILLS,COUNCIL BLUFFS,IA,"IA,MILLS","IA,COUNCIL BLUFFS"
HARRISON,COUNCIL BLUFFS,IA,"IA,HARRISON","IA,COUNCIL BLUFFS"
CASS,COUNCIL BLUFFS,IA,"IA,CASS","IA,COUNCIL BLUFFS"
MONTGOMERY,COUNCIL BLUFFS,IA,"IA,MONTGOMERY","IA,COUNCIL BLUFFS"
TAYLOR,COUNCIL BLUFFS,IA,"IA,TAYLOR","IA,COUNCIL BLUFFS"
DUBUQUE,DUBUQUE,IA,"IA,DUBUQUE","IA,DUBUQUE"
JACKSON,DUBUQUE,IA,"IA,JACKSON","IA,DUBUQUE"
FAYETTE,DUBUQUE,IA,"IA,FAYETTE","IA,DUBUQUE"
DES MOINES,BURLINGTON,IA,"IA,DES MOINES","IA,BURLINGTON"
LEE,BURLINGTON,IA,"IA,LEE","IA,BURLINGTON"
HENRY,BURLINGTON,IA,"IA,HENRY","IA,BURLINGTON"
WEBSTER,FORT DODGE,IA,"IA,WEBSTER","IA,FORT DODGE"
HAMILTON,FORT DODGE,IA,"IA,HAMILTON","IA,FORT DODGE"
HUMBOLDT,FORT DODGE,IA,"IA,HUMBOLDT","IA,FORT DODGE"
CARROLL,CARROLL,IA,"IA,CARROLL","IA,CARROLL"
GREENE,CARROLL,IA,"IA,GREENE","IA,CARROLL"
CALHOUN,CARROLL,IA,"IA,CALHOUN","IA,CARROLL"
SAC,CARROLL,IA,"IA,SAC","IA,CARROLL"
CRAWFORD,CARROLL,IA,"IA,CRAWFORD","IA,CARROLL"
AUDUBON,CARROLL,IA,"IA,AUDUBON","IA,CARROLL"
SHELBY,CARROLL,IA,"IA,SHELBY","IA,CARROLL"
WAPELLO,OTTUMWA,IA,"IA,WAPELLO","IA,OTTUMWA"
MONROE,OTTUMWA,IA,"IA,MONROE","IA,OTTUMWA"
DAVIS,OTTUMWA,IA,"IA,DAVIS","IA,OTTUMWA"
APPANOOSE,OTTUMWA,IA,"IA,APPANOOSE","IA,OTTUMWA"
MAHASKA,OTTUMWA,IA,"IA,MAHASKA","IA,OTTUMWA"
KEOKUK,OTTUMWA,IA,"IA,KEOKUK","IA,OTTUMWA"
JEFFERSON,OTTUMWA,IA,"IA,JEFFERSON","IA,OTTUMWA"
VAN BUREN,OTTUMWA,IA,"IA,VAN BUREN","IA,OTTUMWA"
CLAY,SPENCER,IA,"IA,CLAY","IA,SPENCER"
DICKINSON,SPENCER,IA,"IA,DICKINSON","IA,SPENCER"
EMMET,SPENCER,IA,"IA,EMMET","IA,SPENCER"
BUENA VISTA,SPENCER,IA,"IA,BUENA VISTA","IA,SPENCER"
POCAHONTAS,SPENCER,IA,"IA,POCAHONTAS","IA,SPENCER"
PALO ALTO,SPENCER,IA,"IA,PALO ALTO","IA,SPENCER"
WINNESHIEK,DECORAH,IA,"IA,WINNESHIEK","IA,DECORAH"
ALLAMAKEE,DECORAH,IA,"IA,ALLAMAKEE","IA,DECORAH"
UNION,CRESTON,IA,"IA,UNION","IA,CRESTON"
ADAMS,CRESTON,IA,"IA,ADAMS","IA,CRESTON"
RINGGOLD,CRESTON,IA,"IA,RINGGOLD","IA,CRESTON"
PAGE,SHENANDOAH,IA,"IA,PAGE","IA,SHENANDOAH"
FREMONT,SHENANDOAH,IA,"IA,FREMONT","IA,SHENANDOAH"
OSCEOLA,SIBLEY,IA,"IA,OSCEOLA","IA,SIBLEY"
O'BRIEN,SIBLEY,IA,"IA,O'BRIEN","IA,SIBLEY"
JEFFERSON,LOUISVILLE,KY,"KY,JEFFERSON","KY,LOUISVILLE"
OLDHAM,LOUISVILLE,KY,"KY,OLDHAM","KY,LOUISVILLE"
BULLITT,LOUISVILLE,KY,"KY,BULLITT","KY,LOUISVILLE"
SPENCER,LOUISVILLE,KY,"KY,SPENCER","KY,LOUISVILLE"
SHELBY,LOUISVILLE,KY,"KY,SHELBY","KY,LOUISVILLE"
TRIMBLE,LOUISVILLE,KY,"KY,TRIMBLE","KY,LOUISVILLE"
HENRY,LOUISVILLE,KY,"KY,HENRY","KY,LOUISVILLE"
MEADE,LOUISVILLE,KY,"KY,MEADE","KY,LOUISVILLE"
BRECKINRIDGE,LOUISVILLE,KY,"KY,BRECKINRIDGE","KY,LOUISVILLE"
FAYETTE,LEXINGTON,KY,"KY,FAYETTE","KY,LEXINGTON"
JESSAMINE,LEXINGTON,KY,"KY,JESSAMINE","KY,LEXINGTON"
WOODFORD,LEXINGTON,KY,"KY,WOODFORD","KY,LEXINGTON"
SCOTT,LEXINGTON,KY,"KY,SCOTT","KY,LEXINGTON"
BOURBON,LEXINGTON,KY,"KY,BOURBON","KY,LEXINGTON"
GARRARD,LEXINGTON,KY,"KY,GARRARD","KY,LEXINGTON"
CLARK,LEXINGTON,KY,"KY,CLARK","KY,LEXINGTON"
HARRISON,LEXINGTON,KY,"KY,HARRISON","KY,LEXINGTON"
NICHOLAS,LEXINGTON,KY,"KY,NICHOLAS","KY,LEXINGTON"
KENTON,COVINGTON,KY,"KY,KENTON","KY,COVINGTON"
BOONE,COVINGTON,KY,"KY,BOONE","KY,COVINGTON"
CAMPBELL,COVINGTON,KY,"KY,CAMPBELL","KY,COVINGTON"
GRANT,COVINGTON,KY,"KY,GRANT","KY,COVINGTON"
PENDLETON,COVINGTON,KY,"KY,PENDLETON","KY,COVINGTON"
BRACKEN,COVINGTON,KY,"KY,BRACKEN","KY,COVINGTON"
GALLATIN,COVINGTON,KY,"KY,GALLATIN","KY,COVINGTON"
CARROLL,COVINGTON,KY,"KY,CARROLL","KY,COVINGTON"
OWEN,COVINGTON,KY,"KY,OWEN","KY,COVINGTON"
WARREN,BOWLING GREEN,KY,"KY,WARREN","KY,BOWLING GREEN"
SIMPSON,BOWLING GREEN,KY,"KY,SIMPSON","KY,BOWLING GREEN"
ALLEN,BOWLING GREEN,KY,"KY,ALLEN","KY,BOWLING GREEN"
BUTLER,BOWLING GREEN,KY,"KY,BUTLER","KY,BOWLING GREEN"
LOGAN,BOWLING GREEN,KY,"KY,LOGAN","KY,BOWLING GREEN"
BARREN,BOWLING GREEN,KY,"KY,BARREN","KY,BOWLING GREEN"
MONROE,BOWLING GREEN,KY,"KY,MONROE","KY,BOWLING GREEN"
METCALFE,BOWLING GREEN,KY,"KY,METCALFE","KY,BOWLING GREEN"
EDMONSON,BOWLING GREEN,KY,"KY,EDMONSON","KY,BOWLING GREEN"
HART,BOWLING GREEN,KY,"KY,HART","KY,BOWLING GREEN"
DAVIESS,OWENSBORO,KY,"KY,DAVIESS","KY,OWENSBORO"
HANCOCK,OWENSBORO,KY,"KY,HANCOCK","KY,OWENSBORO"
OHIO,OWENSBORO,KY,"KY,OHIO","KY,OWENSBORO"
MCLEAN,OWENSBORO,KY,"KY,MCLEAN","KY,OWENSBORO"
HENDERSON,OWENSBORO,KY,"KY,HENDERSON","KY,OWENSBORO"
UNION,OWENSBORO,KY,"KY,UNION","KY,OWENSBORO"
WEBSTER,OWENSBORO,KY,"KY,WEBSTER","KY,OWENSBORO"
HARDIN,ELIZABETHTOWN,KY,"KY,HARDIN","KY,ELIZABETHTOWN"
LARUE,ELIZABETHTOWN,KY,"KY,LARUE","KY,ELIZABETHTOWN"
NELSON,ELIZABETHTOWN,KY,"KY,NELSON","KY,ELIZABETHTOWN"
GRAYSON,ELIZABETHTOWN,KY,"KY,GRAYSON","KY,ELIZABETHTOWN"
TAYLOR,ELIZABETHTOWN,KY,"KY,TAYLOR","KY,ELIZABETHTOWN"
MARION,ELIZABETHTOWN,KY,"KY,MARION","KY,ELIZABETHTOWN"
WASHINGTON,ELIZABETHTOWN,KY,"KY,WASHINGTON","KY,ELIZABETHTOWN"
MCCRACKEN,PADUCAH,KY,"KY,MCCRACKEN","KY,PADUCAH"
LIVINGSTON,PADUCAH,KY,"KY,LIVINGSTON","KY,PADUCAH"
MARSHALL,PADUCAH,KY,"KY,MARSHALL","KY,PADUCAH"
GRAVES,PADUCAH,KY,"KY,GRAVES","KY,PADUCAH"
BALLARD,PADUCAH,KY,"KY,BALLARD","KY,PADUCAH"
CRITTENDEN,PADUCAH,KY,"KY,CRITTENDEN","KY,PADUCAH"
CALDWELL,PADUCAH,KY,"KY,CALDWELL","KY,PADUCAH"
LYON,PADUCAH,KY,"KY,LYON","KY,PADUCAH"
TRIGG,PADUCAH,KY,"KY,TRIGG","KY,PADUCAH"
CALLOWAY,PADUCAH,KY,"KY,CALLOWAY","KY,PADUCAH"
CARLISLE,PADUCAH,KY,"KY,CARLISLE","KY,PADUCAH"
HICKMAN,PADUCAH,KY,"KY,HICKMAN","KY,PADUCAH"
FULTON,PADUCAH,KY,"KY,FULTON","KY,PADUCAH"
FRANKLIN,FRANKFORT,KY,"KY,FRANKLIN","KY,FRANKFORT"
ANDERSON,FRANKFORT,KY,"KY,ANDERSON","KY,FRANKFORT"
MERCER,FRANKFORT,KY,"KY,MERCER","KY,FRANKFORT"
BOYD,ASHLAND,KY,"KY,BOYD","KY,ASHLAND"
GREENUP,ASHLAND,KY,"KY,GREENUP","KY,ASHLAND"
LAWRENCE,ASHLAND,KY,"KY,LAWRENCE","KY,ASHLAND"
CARTER,ASHLAND,KY,"KY,CARTER","KY,ASHLAND"
ELLIOTT,ASHLAND,KY,"KY,ELLIOTT","KY,ASHLAND"
MORGAN,ASHLAND,KY,"KY,MORGAN","KY,ASHLAND"
PIKE,PIKEVILLE,KY,"KY,PIKE","KY,PIKEVILLE"
MARTIN,PIKEVILLE,KY,"KY,MARTIN","KY,PIKEVILLE"
FLOYD,PIKEVILLE,KY,"KY,FLOYD","KY,PIKEVILLE"
LETCHER,PIKEVILLE,KY,"KY,LETCHER","KY,PIKEVILLE"
MAGOFFIN,PIKEVILLE,KY,"KY,MAGOFFIN","KY,PIKEVILLE"
JOHNSON,PIKEVILLE,KY,"KY,JOHNSON","KY,PIKEVILLE"
PERRY,HAZARD,KY,"KY,PERRY","KY,HAZARD"
KNOTT,HAZARD,KY,"KY,KNOTT","KY,HAZARD"
LESLIE,HAZARD,KY,"KY,LESLIE","KY,HAZARD"
BREATHITT,HAZARD,KY,"KY,BREATHITT","KY,HAZARD"
WHITLEY,CORBIN,KY,"KY,WHITLEY","KY,CORBIN"
KNOX,CORBIN,KY,"KY,KNOX","KY,CORBIN"
LAUREL,CORBIN,KY,"KY,LAUREL","KY,CORBIN"
CLAY,CORBIN,KY,"KY,CLAY","KY,CORBIN"
BELL,CORBIN,KY,"KY,BELL","KY,CORBIN"
HARLAN,CORBIN,KY,"KY,HARLAN","KY,CORBIN"
PULASKI,SOMERSET,KY,"KY,PULASKI","KY,SOMERSET"
WAYNE,SOMERSET,KY,"KY,WAYNE","KY,SOMERSET"
RUSSELL,SOMERSET,KY,"KY,RUSSELL","KY,SOMERSET"
CASEY,SOMERSET,KY,"KY,CASEY","KY,SOMERSET"
ROCKCASTLE,SOMERSET,KY,"KY,ROCKCASTLE","KY,SOMERSET"
JACKSON,SOMERSET,KY,"KY,JACKSON","KY,SOMERSET"
MCCREARY,SOMERSET,KY,"KY,MCCREARY","KY,SOMERSET"
WEBSTER,HENDERSON,KY,"KY,WEBSTER","KY,HENDERSON"
UNION,HENDERSON,KY,"KY,UNION","KY,HENDERSON"
WOLFE,CAMPTON,KY,"KY,WOLFE","KY,CAMPTON"
LEE,CAMPTON,KY,"KY,LEE","KY,CAMPTON"
OWSLEY,CAMPTON,KY,"KY,OWSLEY","KY,CAMPTON"
MENIFEE,CAMPTON,KY,"KY,MENIFEE","KY,CAMPTON"
ESTILL,CAMPTON,KY,"KY,ESTILL","KY,CAMPTON"
ORLEANS,NEW ORLEANS,LA,"LA,ORLEANS","LA,NEW ORLEANS"
JEFFERSON,NEW ORLEANS,LA,"LA,JEFFERSON","LA,NEW ORLEANS"
ST. TAMMANY,NEW ORLEANS,LA,"LA,ST. TAMMANY","LA,NEW ORLEANS"
ST. BERNARD,NEW ORLEANS,LA,"LA,ST. BERNARD","LA,NEW ORLEANS"
PLAQUEMINES,NEW ORLEANS,LA,"LA,PLAQUEMINES","LA,NEW ORLEANS"
ST. JOHN THE BAPTIST,NEW ORLEANS,LA,"LA,ST. JOHN THE BAPTIST","LA,NEW ORLEANS"
ST. CHARLES,NEW ORLEANS,LA,"LA,ST. CHARLES","LA,NEW ORLEANS"
ST. JAMES,NEW ORLEANS,LA,"LA,ST. JAMES","LA,NEW ORLEANS"
EAST BATON ROUGE,BATON ROUGE,LA,"LA,EAST BATON ROUGE","LA,BATON ROUGE"
WEST BATON ROUGE,BATON ROUGE,LA,"LA,WEST BATON ROUGE","LA,BATON ROUGE"
LIVINGSTON,BATON ROUGE,LA,"LA,LIVINGSTON","LA,BATON ROUGE"
ASCENSION,BATON ROUGE,LA,"LA,ASCENSION","LA,BATON ROUGE"
EAST FELICIANA,BATON ROUGE,LA,"LA,EAST FELICIANA","LA,BATON ROUGE"
WEST FELICIANA,BATON ROUGE,LA,"LA,WEST FELICIANA","LA,BATON ROUGE"
IBERVILLE,BATON ROUGE,LA,"LA,IBERVILLE","LA,BATON ROUGE"
POINTE COUPEE,BATON ROUGE,LA,"LA,POINTE COUPEE","LA,BATON ROUGE"
CADDO,SHREVEPORT,LA,"LA,CADDO","LA,SHREVEPORT"
BOSSIER,SHREVEPORT,LA,"LA,BOSSIER","LA,SHREVEPORT"
DESOTO,SHREVEPORT,LA,"LA,DESOTO","LA,SHREVEPORT"
WEBSTER,SHREVEPORT,LA,"LA,WEBSTER","LA,SHREVEPORT"
RED RIVER,SHREVEPORT,LA,"LA,RED RIVER","LA,SHREVEPORT"
LAFAYETTE,LAFAYETTE,LA,"LA,LAFAYETTE","LA,LAFAYETTE"
ST. MARTIN,LAFAYETTE,LA,"LA,ST. MARTIN","LA,LAFAYETTE"
VERMILION,LAFAYETTE,LA,"LA,VERMILION","LA,LAFAYETTE"
ACADIA,LAFAYETTE,LA,"LA,ACADIA","LA,LAFAYETTE"
IBERIA,LAFAYETTE,LA,"LA,IBERIA","LA,LAFAYETTE"
ST. LANDRY,LAFAYETTE,LA,"LA,ST. LANDRY","LA,LAFAYETTE"
CALCASIEU,LAKE CHARLES,LA,"LA,CALCASIEU","LA,LAKE CHARLES"
CAMERON,LAKE CHARLES,LA,"LA,CAMERON","LA,LAKE CHARLES"
BEAUREGARD,LAKE CHARLES,LA,"LA,BEAUREGARD","LA,LAKE CHARLES"
JEFFERSON DAVIS,LAKE CHARLES,LA,"LA,JEFFERSON DAVIS","LA,LAKE CHARLES"
ALLEN,LAKE CHARLES,LA,"LA,ALLEN","LA,LAKE CHARLES"
OUACHITA,MONROE,LA,"LA,OUACHITA","LA,MONROE"
UNION,MONROE,LA,"LA,UNION","LA,MONROE"
LINCOLN,MONROE,LA,"LA,LINCOLN","LA,MONROE"
MOREHOUSE,MONROE,LA,"LA,MOREHOUSE","LA,MONROE"
RICHLAND,MONROE,LA,"LA,RICHLAND","LA,MONROE"
CALDWELL,MONROE,LA,"LA,CALDWELL","LA,MONROE"
FRANKLIN,MONROE,LA,"LA,FRANKLIN","LA,MONROE"
TENSAS,MONROE,LA,"LA,TENSAS","LA,MONROE"
MADISON,MONROE,LA,"LA,MADISON","LA,MONROE"
TANGIPAHOA,HAMMOND,LA,"LA,TANGIPAHOA","LA,HAMMOND"
WASHINGTON,HAMMOND,LA,"LA,WASHINGTON","LA,HAMMOND"
ST. HELENA,HAMMOND,LA,"LA,ST. HELENA","LA,HAMMOND"
RAPIDES,ALEXANDRIA,LA,"LA,RAPIDES","LA,ALEXANDRIA"
GRANT,ALEXANDRIA,LA,"LA,GRANT","LA,ALEXANDRIA"
LASALLE,ALEXANDRIA,LA,"LA,LASALLE","LA,ALEXANDRIA"
CATAHOULA,ALEXANDRIA,LA,"LA,CATAHOULA","LA,ALEXANDRIA"
WINN,ALEXANDRIA,LA,"LA,WINN","LA,ALEXANDRIA"
NATCHITOCHES,ALEXANDRIA,LA,"LA,NATCHITOCHES","LA,ALEXANDRIA"
VERNON,ALEXANDRIA,LA,"LA,VERNON","LA,ALEXANDRIA"
SABINE,ALEXANDRIA,LA,"LA,SABINE","LA,ALEXANDRIA"
LAFOURCHE,THIBODAUX,LA,"LA,LAFOURCHE","LA,THIBODAUX"
TERREBONNE,THIBODAUX,LA,"LA,TERREBONNE","LA,THIBODAUX"
ASSUMPTION,THIBODAUX,LA,"LA,ASSUMPTION","LA,THIBODAUX"
CUMBERLAND,PORTLAND,ME,"ME,CUMBERLAND","ME,PORTLAND"
PENOBSCOT,BANGOR,ME,"ME,PENOBSCOT","ME,BANGOR"
PISCATAQUIS,BANGOR,ME,"ME,PISCATAQUIS","ME,BANGOR"
ANDROSCOGGIN,LEWISTON,ME,"ME,ANDROSCOGGIN","ME,LEWISTON"
OXFORD,LEWISTON,ME,"ME,OXFORD","ME,LEWISTON"
KENNEBEC,AUGUSTA,ME,"ME,KENNEBEC","ME,AUGUSTA"
SOMERSET,AUGUSTA,ME,"ME,SOMERSET","ME,AUGUSTA"
WALDO,WATERVILLE,ME,"ME,WALDO","ME,WATERVILLE"
LINCOLN,WATERVILLE,ME,"ME,LINCOLN","ME,WATERVILLE"
KNOX,ROCKLAND,ME,"ME,KNOX","ME,ROCKLAND"
WALDO,ROCKLAND,ME,"ME,WALDO","ME,ROCKLAND"
SAGADAHOC,BATH,ME,"ME,SAGADAHOC","ME,BATH"
YORK,KITTERY,ME,"ME,YORK","ME,KITTERY"
AROOSTOOK,HOULTON,ME,"ME,AROOSTOOK","ME,HOULTON"
WASHINGTON,MACHIAS,ME,"ME,WASHINGTON","ME,MACHIAS"
BALTIMORE,BALTIMORE,MD,"MD,BALTIMORE","MD,BALTIMORE"
HOWARD,BALTIMORE,MD,"MD,HOWARD","MD,BALTIMORE"
HARFORD,BALTIMORE,MD,"MD,HARFORD","MD,BALTIMORE"
CARROLL,BALTIMORE,MD,"MD,CARROLL","MD,BALTIMORE"
MONTGOMERY,SILVER SPRING,MD,"MD,MONTGOMERY","MD,SILVER SPRING"
ANNE ARUNDEL,ANNAPOLIS,MD,"MD,ANNE ARUNDEL","MD,ANNAPOLIS"
WICOMICO,SALISBURY,MD,"MD,WICOMICO","MD,SALISBURY"
SOMERSET,SALISBURY,MD,"MD,SOMERSET","MD,SALISBURY"
WORCESTER,SALISBURY,MD,"MD,WORCESTER","MD,SALISBURY"
WASHINGTON,HAGERSTOWN,MD,"MD,WASHINGTON","MD,HAGERSTOWN"
FREDERICK,HAGERSTOWN,MD,"MD,FREDERICK","MD,HAGERSTOWN"
CHARLES,WALDORF,MD,"MD,CHARLES","MD,WALDORF"
ST. MARY'S,WALDORF,MD,"MD,ST. MARY'S","MD,WALDORF"
CALVERT,WALDORF,MD,"MD,CALVERT","MD,WALDORF"
PRINCE GEORGE'S,COLLEGE PARK,MD,"MD,PRINCE GEORGE'S","MD,COLLEGE PARK"
TALBOT,EASTON,MD,"MD,TALBOT","MD,EASTON"
CAROLINE,EASTON,MD,"MD,CAROLINE","MD,EASTON"
QUEEN ANNE'S,EASTON,MD,"MD,QUEEN ANNE'S","MD,EASTON"
KENT,EASTON,MD,"MD,KENT","MD,EASTON"
ALLEGANY,CUMBERLAND,MD,"MD,ALLEGANY","MD,CUMBERLAND"
GARRETT,CUMBERLAND,MD,"MD,GARRETT","MD,CUMBERLAND"
CECIL,ELKTON,MD,"MD,CECIL","MD,ELKTON"
SUFFOLK,BOSTON,MA,"MA,SUFFOLK","MA,BOSTON"
NORFOLK,BOSTON,MA,"MA,NORFOLK","MA,BOSTON"
WORCESTER,WORCESTER,MA,"MA,WORCESTER","MA,WORCESTER"
HAMPDEN,SPRINGFIELD,MA,"MA,HAMPDEN","MA,SPRINGFIELD"
HAMPSHIRE,SPRINGFIELD,MA,"MA,HAMPSHIRE","MA,SPRINGFIELD"
MIDDLESEX,LOWELL,MA,"MA,MIDDLESEX","MA,LOWELL"
ESSEX,LAWRENCE,MA,"MA,ESSEX","MA,LAWRENCE"
BRISTOL,NEW BEDFORD,MA,"MA,BRISTOL","MA,NEW BEDFORD"
PLYMOUTH,BROCKTON,MA,"MA,PLYMOUTH","MA,BROCKTON"
BARNSTABLE,HYANNIS,MA,"MA,BARNSTABLE","MA,HYANNIS"
BERKSHIRE,PITTSFIELD,MA,"MA,BERKSHIRE","MA,PITTSFIELD"
FRANKLIN,GREENFIELD,MA,"MA,FRANKLIN","MA,GREENFIELD"
WAYNE,DETROIT,MI,"MI,WAYNE","MI,DETROIT"
MACOMB,DETROIT,MI,"MI,MACOMB","MI,DETROIT"
KENT,GRAND RAPIDS,MI,"MI,KENT","MI,GRAND RAPIDS"
BARRY,GRAND RAPIDS,MI,"MI,BARRY","MI,GRAND RAPIDS"
IONIA,GRAND RAPIDS,MI,"MI,IONIA","MI,GRAND RAPIDS"
GENESEE,FLINT,MI,"MI,GENESEE","MI,FLINT"
SHIAWASSEE,FLINT,MI,"MI,SHIAWASSEE","MI,FLINT"
WASHTENAW,ANN ARBOR,MI,"MI,WASHTENAW","MI,ANN ARBOR"
LIVINGSTON,ANN ARBOR,MI,"MI,LIVINGSTON","MI,ANN ARBOR"
INGHAM,LANSING,MI,"MI,INGHAM","MI,LANSING"
EATON,LANSING,MI,"MI,EATON","MI,LANSING"
CLINTON,LANSING,MI,"MI,CLINTON","MI,LANSING"
KALAMAZOO,KALAMAZOO,MI,"MI,KALAMAZOO","MI,KALAMAZOO"
VAN BUREN,KALAMAZOO,MI,"MI,VAN BUREN","MI,KALAMAZOO"
GRAND TRAVERSE,TRAVERSE CITY,MI,"MI,GRAND TRAVERSE","MI,TRAVERSE CITY"
LEELANAU,TRAVERSE CITY,MI,"MI,LEELANAU","MI,TRAVERSE CITY"
BENZIE,TRAVERSE CITY,MI,"MI,BENZIE","MI,TRAVERSE CITY"
SAGINAW,SAGINAW,MI,"MI,SAGINAW","MI,SAGINAW"
MIDLAND,SAGINAW,MI,"MI,MIDLAND","MI,SAGINAW"
MUSKEGON,MUSKEGON,MI,"MI,MUSKEGON","MI,MUSKEGON"
OCEANA,MUSKEGON,MI,"MI,OCEANA","MI,MUSKEGON"
BAY,BAY CITY,MI,"MI,BAY","MI,BAY CITY"
ARENAC,BAY CITY,MI,"MI,ARENAC","MI,BAY CITY"
CALHOUN,BATTLE CREEK,MI,"MI,CALHOUN","MI,BATTLE CREEK"
OAKLAND,ROYAL OAK,MI,"MI,OAKLAND","MI,ROYAL OAK"
JACKSON,JACKSON,MI,"MI,JACKSON","MI,JACKSON"
DICKINSON,IRON MOUNTAIN,MI,"MI,DICKINSON","MI,IRON MOUNTAIN"
IRON,IRON MOUNTAIN,MI,"MI,IRON","MI,IRON MOUNTAIN"
MENOMINEE,IRON MOUNTAIN,MI,"MI,MENOMINEE","MI,IRON MOUNTAIN"
OTSEGO,GAYLORD,MI,"MI,OTSEGO","MI,GAYLORD"
ANTRIM,GAYLORD,MI,"MI,ANTRIM","MI,GAYLORD"
MONTMORENCY,GAYLORD,MI,"MI,MONTMORENCY","MI,GAYLORD"
OSCODA,GAYLORD,MI,"MI,OSCODA","MI,GAYLORD"
HENNEPIN,MINNEAPOLIS,MN,"MN,HENNEPIN","MN,MINNEAPOLIS"
ANOKA,MINNEAPOLIS,MN,"MN,ANOKA","MN,MINNEAPOLIS"
RAMSEY,MINNEAPOLIS,MN,"MN,RAMSEY","MN,MINNEAPOLIS"
WASHINGTON,MINNEAPOLIS,MN,"MN,WASHINGTON","MN,MINNEAPOLIS"
SCOTT,MINNEAPOLIS,MN,"MN,SCOTT","MN,MINNEAPOLIS"
CARVER,MINNEAPOLIS,MN,"MN,CARVER","MN,MINNEAPOLIS"
WRIGHT,MINNEAPOLIS,MN,"MN,WRIGHT","MN,MINNEAPOLIS"
DAKOTA,SAINT PAUL,MN,"MN,DAKOTA","MN,SAINT PAUL"
CHISAGO,SAINT PAUL,MN,"MN,CHISAGO","MN,SAINT PAUL"
GOODHUE,SAINT PAUL,MN,"MN,GOODHUE","MN,SAINT PAUL"
RICE,SAINT PAUL,MN,"MN,RICE","MN,SAINT PAUL"
OLMSTED,ROCHESTER,MN,"MN,OLMSTED","MN,ROCHESTER"
DODGE,ROCHESTER,MN,"MN,DODGE","MN,ROCHESTER"
FILLMORE,ROCHESTER,MN,"MN,FILLMORE","MN,ROCHESTER"
WABASHA,ROCHESTER,MN,"MN,WABASHA","MN,ROCHESTER"
MOWER,ROCHESTER,MN,"MN,MOWER","MN,ROCHESTER"
ST. LOUIS,DULUTH,MN,"MN,ST. LOUIS","MN,DULUTH"
LAKE,DULUTH,MN,"MN,LAKE","MN,DULUTH"
COOK,DULUTH,MN,"MN,COOK","MN,DULUTH"
CARLTON,DULUTH,MN,"MN,CARLTON","MN,DULUTH"
STEARNS,ST. CLOUD,MN,"MN,STEARNS","MN,ST. CLOUD"
BENTON,ST. CLOUD,MN,"MN,BENTON","MN,ST. CLOUD"
SHERBURNE,ST. CLOUD,MN,"MN,SHERBURNE","MN,ST. CLOUD"
MORRISON,ST. CLOUD,MN,"MN,MORRISON","MN,ST. CLOUD"
BLUE EARTH,MANKATO,MN,"MN,BLUE EARTH","MN,MANKATO"
NICOLLET,MANKATO,MN,"MN,NICOLLET","MN,MANKATO"
LE SUEUR,MANKATO,MN,"MN,LE SUEUR","MN,MANKATO"
BROWN,MANKATO,MN,"MN,BROWN","MN,MANKATO"
CROW WING,BRAINERD,MN,"MN,CROW WING","MN,BRAINERD"
